1.006,0.47364
1.03,0.47364
1.052,0.47364
1.076,0.47364
1.099,0.47364
1.123,3.4235
1.145,0.47364
1.169,0.47364
1.192,0.47364
1.216,0.47364
1.239,0.47364
1.262,0.47364
1.286,0.47364
1.309,0.47364
1.332,0.47364
1.355,0.47364
1.379,0.47364
1.402,0.47364
1.425,0.47364
1.448,0.47364
1.472,0.47364
1.496,3.4235
1.521,0.47364
1.545,0.47364
1.567,0.47364
1.591,0.47364
1.614,0.47364
1.638,3.4235
1.66,0.47364
1.684,0.47364
1.708,0.47364
1.731,0.47364
1.754,3.4235
1.777,3.4235
1.801,0.47364
1.824,0.47364
1.85,0.47364
1.873,0.47364
1.897,3.4235
1.92,3.4235
1.944,0.47364
1.969,0.47364
1.992,0.47364
2.018,3.4235
2.042,0.47364
2.068,3.4235
2.093,0.47364
2.116,0.47364
2.141,0.47364
2.165,0.47364
2.19,3.4235
2.215,0.47364
2.239,0.47364
2.265,0.47364
2.289,0.47364
2.314,0.47364
2.339,0.47364
2.363,3.4235
2.386,0.47364
2.411,0.47364
2.435,0.47364
2.46,0.47364
2.485,3.4235
2.509,4.4677
2.535,3.4235
2.558,0.47364
2.583,0.47364
2.609,0.47364
2.633,0.47364
2.658,0.47364
2.682,0.47364
2.706,0.47364
2.732,3.4235
2.756,3.4235
2.781,3.4235
2.806,0.47364
2.83,0.47364
2.853,0.47364
2.879,3.4235
2.904,3.4235
2.929,3.4235
2.953,0.47364
2.976,0.47364
3.005,3.4235
3.027,0.47364
3.051,0.47364
3.075,0.47364
3.098,0.47364
3.123,0.47364
3.147,0.47364
3.172,3.4235
3.197,0.47364
3.222,0.47364
3.246,0.47364
3.27,0.47364
3.294,0.47364
3.318,0.47364
3.344,3.4235
3.368,3.4235
3.394,3.4235
3.418,0.47364
3.442,0.47364
3.468,3.4235
3.492,0.47364
3.517,0.47364
3.542,0.47364
3.565,0.47364
3.59,3.4235
3.615,0.47364
3.64,3.4235
3.664,0.47364
3.688,0.47364
3.712,0.47364
3.737,3.4235
3.762,3.4235
3.786,3.4235
3.812,3.4235
3.835,0.47364
3.86,0.47364
3.885,3.4235
3.909,3.4235
3.935,3.4235
3.958,0.47364
3.982,0.47364
4.006,0.47364
4.03,0.47364
4.055,0.47364
4.08,3.4235
4.105,3.4235
4.131,3.4235
4.154,3.4235
4.177,3.4235
4.202,0.47364
4.227,3.4235
4.251,4.4677
4.277,3.4235
4.3,0.47364
4.326,0.47364
4.35,3.4235
4.375,0.47364
4.401,4.4677
4.424,3.4235
4.449,3.4235
4.474,3.4235
4.499,3.4235
4.525,0.47364
4.549,0.47364
4.573,3.4235
4.597,3.4235
4.621,0.47364
4.645,4.4677
4.671,0.47364
4.695,0.47364
4.718,0.47364
4.744,3.4235
4.768,3.4235
4.794,3.4235
4.818,3.4235
4.843,0.47364
4.872,0.47364
4.995,3.4235
5.017,3.4235
5.041,0.47364
5.064,0.47364
5.088,0.47364
5.11,0.47364
5.134,0.47364
5.157,0.47364
5.181,0.47364
5.204,0.47364
5.228,0.47364
5.251,3.4235
5.274,0.47364
5.298,0.47364
5.321,0.47364
5.345,0.47364
5.37,0.47364
5.394,3.4235
5.417,3.4235
5.441,3.4235
5.465,0.47364
5.488,3.4235
5.512,0.47364
5.535,0.47364
5.558,0.47364
5.581,0.47364
5.605,3.4235
5.628,0.47364
5.652,3.4235
